question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E02_V_Q03,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,3,Verbal,Analogies,,CLOSET is to CLOTHES as ...,text,,RAIN is to STORM,TELESCOPE is to LENS,HORSE is to STABLE,GARAGE is to CARS,CHAPTER is to NOVEL,D,GARAGE is to CARS,"D: This tests ""container/storage place to what it typically holds."" A CLOSET stores CLOTHES, just as a GARAGE stores CARS. The other options don't show this storage relationship: A shows sequential weather events, B shows instrument to component, C shows animal to shelter (reversed), E shows part to whole."
E02_V_Q04,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,4,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The detective's keen _________ allowed her to notice subtle details that others missed, ultimately leading to the breakthrough in the case.",text,,lethargy,acumen,apathy,mediocrity,negligence,B,acumen,"B: The context clues ""keen,"" ""notice subtle details,"" and ""breakthrough in the case"" indicate the detective has sharp mental ability or insight. ""Acumen"" means keenness of mind or shrewdness, which fits perfectly. The other options are negative qualities: lethargy (sluggishness), apathy (lack of interest), mediocrity (ordinariness), negligence (carelessness)."
E02_V_Q05,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,5,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The politician presented his controversial proposal under the _________ of public safety, but critics argued that his true intention was to _________ civil liberties.",text,,banner ... protect,pretense ... restrict,shadow ... enhance,umbrella ... restore,cloak ... expand,B,pretense ... restrict,"B: The sentence structure indicates contrast (""but critics argued""), showing the politician's stated reason versus his true intention. ""Pretense"" means false appearance or claim, and ""restrict"" fits with the idea that critics believe he actually wants to limit civil liberties rather than protect public safety."
E02_V_Q06,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,6,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Seemingly _________ by social expectations, the artist chose to display her provocative sculptures in the conservative gallery without any warning labels.",text,,intimidated,undeterred,overwhelmed,cautioned,influenced,B,undeterred,"B: The context shows the artist displayed provocative work in a conservative setting ""without any warning labels,"" indicating she was not stopped or discouraged by social expectations. ""Undeterred"" means not discouraged or prevented by difficulty."
E02_V_Q07,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,7,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Due to the research team's decision to conduct the study in phases, it was challenging to _________ the drug's impact, and the _________ of the treatment became apparent only after several months of observation.",text,,predict ... benefits,assess ... drawbacks,ignore ... effects,amplify ... consequences,dismiss ... outcomes,B,assess ... drawbacks,"B: The sentence indicates the phased approach made evaluation difficult, and something negative became apparent after months (""drawbacks"" fits this pattern). ""Assess"" means to evaluate or judge, which aligns with the challenge of determining the drug's impact."
E02_V_Q08,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,8,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The passionate environmental activist, speaking at the climate summit before world leaders, _________ the audience to take immediate action against global warming.",text,,discouraged,questioned,urged,dismissed,confused,C,urged,"C: A passionate activist speaking about climate action would strongly encourage the audience to act. ""Urged"" means to strongly advise or encourage, which fits the context of an activist trying to motivate world leaders to take action."
E02_V_Q09,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,9,Verbal,Antonyms,Choose the word that is most nearly OPPOSITE to the word in capital letters.,ASCEND,text,,climb,descend,travel,wander,deescalate,B,descend,"B: ASCEND means to go up or rise. The opposite action would be to go down or fall, making ""descend"" the correct antonym. The other options don't represent the opposite directional movement."
E02_V_Q10,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,10,Verbal,Antonyms,Choose the word that is most nearly OPPOSITE to the word in capital letters.,EXPAND,text,,grow,stretch,contract,develop,inflate,C,contract,"C: EXPAND means to increase in size or grow larger. The opposite would be to become smaller or shrink, making ""contract"" the best antonym. The other options either mean similar things to expand or are unrelated to size changes."
E02_V_Q11,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,11,Verbal,Analogies,,TEACHER is to STUDENT as ...,text,,WRITER is to BOOK,PILOT is to AIRPLANE,CHEF is to KITCHEN,DOCTOR is to PATIENT,LAWYER is to COURTROOM,D,DOCTOR is to PATIENT,"D: This tests the relationship of ""professional to person they serve."" A TEACHER serves or works with a STUDENT, just as a DOCTOR serves or works with a PATIENT. Both show a professional relationship where one person provides expertise or service to another."
E02_V_Q12,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,12,Verbal,Analogies,,HAPPY is to ECSTATIC as ...,text,,ANGRY is to CALM,TIRED is to ENERGETIC,CONFUSED is to CLEAR,BRAVE is to COWARDLY,SAD is to DEPRESSED,E,SAD is to DEPRESSED,"E: This tests ""basic emotion to its intense form."" HAPPY becomes more intense as ECSTATIC, just as SAD becomes more intense as DEPRESSED. Both show an emotion escalating to a stronger version of the same feeling."
E02_V_Q13,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,13,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Despite the ambassador's _________ efforts to maintain diplomatic relations, the negotiations ultimately proved _________, leaving both nations more estranged than before.",text,,halfhearted ... successful,tireless ... futile,sporadic ... beneficial,dubious ... effective,perfunctory ... promising,B,tireless ... futile,"B: The sentence structure shows contrast (""Despite...ultimately""), indicating that even though the ambassador worked very hard, the outcome was negative. ""Tireless"" means unwearying or persistent, while ""futile"" means pointless or unsuccessful. The phrase ""leaving both nations more estranged"" confirms the negotiations failed despite strong efforts."
E02_V_Q14,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,14,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The scholar's _________ interpretation of the ancient text was initially dismissed by colleagues, but her _________ approach eventually revealed previously hidden meanings that revolutionized the field.",text,,orthodox ... conventional,pedantic ... superficial,iconoclastic ... meticulous,superficial ... hasty,traditional ... careless,C,iconoclastic ... meticulous,"C: The sentence shows a progression from initial rejection to eventual acceptance and success. ""Iconoclastic"" means challenging established beliefs or traditions, which explains why colleagues initially dismissed the interpretation. ""Meticulous"" means extremely careful and precise, which explains how this approach eventually ""revealed previously hidden meanings"" and ""revolutionized the field."" The contrast between initial dismissal and ultimate success supports this choice."
E02_V_Q15,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,15,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,XTL-900 | XLT-900; PQR-55A | PQR-55A; JMB-012 | JMB-012; GHY-44C | GHY-44O; WZA-13X | WZA-13Y,text_table,,1,2,3,4,5,B,2,"B: ""XTL-900"" and ""XLT-900"" are different. ""GHY-44C"" and ""GHY-44O"" are different. ""WZA-13X"" and ""WZA-13Y"" are also different. Therefore, 2 items are exactly the same."
E02_V_Q16,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,16,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,14 Elm St. | 14 Elms St.; 205 Oak Ave | 205 Oak Av.; 7 Pine Road | 7 Pine Rd.; 312 Maple Dr. | 312 Maple Dr.; 5 Aspen Ct | 5 Aspen Court,text_table,,1,2,3,4,5,A,1,"A: ""14 Elm St."" and ""14 Elms St."" are different. ""205 Oak Ave"" and ""205 Oak Av."" are different. ""7 Pine Road"" and ""7 Pine Rd."" are different. ""5 Aspen Ct"" and ""5 Aspen Court"" are also different. Therefore, 1 item is exactly the same."
E02_V_Q17,2,Course Statistics - BoostPrep - 2.html,CCAT Verbal,17,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Project Alpha-7 | Project Alpha-7; Phase II Report | Phase II Report; Budget FY24 | Budget FY24; Q3 Sales Data | Q3 Sales Data; Revision 3.1 | Revision 3.1,text_table,,1,2,3,4,5,E,5,"E: All five items are exactly the same. Therefore, 5 items are exactly the same."
E02_ML_Q01,2,Course Statistics - BoostPrep - 2.html,CCAT Math & Logic,1,Math & Logic,Applied Quantitative Word Problems,,A hotdog sells for $1.20. How much will it cost to buy five hotdogs?,text,,$6.25,$6.50,$5.80,$5.20,$6.00,E,$6.00,"E: To find the total cost of five hotdogs we can use some quick mental math: $1 × 5 hotdogs = $5.00 $0.20 × 5 = $1.00 $5.00 + $1.00 = $6.00 Therefore, the correct answer is option E."
E02_ML_Q02,2,Course Statistics - BoostPrep - 2.html,CCAT Math & Logic,2,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following is the largest value?,text,,0.35,0.405,0.551,0.128,0.56,E,0.56,"E: To determine the largest value, compare the digits starting from the tenths place: 0. 3 5 0. 4 05 0. 5 51 0. 1 28 0. 5 6 0.551 and 0.56 both have a 5 in the tenths place. We can look at the next number (hundredths place) to see which is larger: 0.5 5 1 0.5 6 We can see that 0.56 is larger. Therefore, the correct answer is option E."
E02_ML_Q03,2,Course Statistics - BoostPrep - 2.html,CCAT Math & Logic,3,Math & Logic,Applied Quantitative Word Problems,,"A shoe store sells 468 pairs of sneakers in September. In October, the store sells 175 less pairs than in September. How many pairs of sneakers are sold in October?",text,,293,309,363,609,643,A,293,"A: The store sells 468 sneakers in September, and October's sales are 175 less than this. We can subtract 468 and 175 to find the number of shoes sold in October. We can use rounded numbers to easily solve without a calculator. Instead of subtracting 175, let's subtract 200 and then add 25: 468 - 200 = 268 268 + 25 = 293 Therefore, the store sold 293 sneakers in October, and the correct answer is option A."
